,Invoice ID,warehouse_name,Shipment_mode,Product line,Unit price,Quantity,shipping cost,Date,Time,Payment,Unit cost,Rating,Customer_ID,Customer type,Country,Gender,Birth_Date,Customer_Address, Street_ID, Street_Number,CustFN
487,795-49-7276,WH1,Regular Air,Fashion accessories,37.15,4,1.8575,3/23/2019,18:59,Ewallet,33.435,4.4,488,Normal,US,F,10/27/1973,161 Ashley Ct,9260108878.0,161.0,Billie Krauser
488,556-72-8512,WH2,Special Air  ,Home and lifestyle,22.96,1,1.8368,1/30/2019,20:47,Cash,20.664,4.6,489,Normal,US,F,10/28/1970,3539 Hampton Ridge Rd,9260108934.0,3539.0,Joelle Talbott
489,627-95-3243,WH3,ExpressAir,Home and lifestyle,77.68,9,7.768,2/4/2019,13:21,Ewallet,69.912,3.2,490,Member,US,M,10/22/1994,971 Hemingwood Ct,9260123103.0,971.0,Loddie Adamik
490,686-41-0932,WH3,ExpressAir,Fashion accessories,34.7,2,3.47,3/13/2019,19:48,Ewallet,31.23,4.2,491,Normal,US,M,10/27/1974,335 Castlelake Ct,9260107817.0,335.0,David Korff
491,510-09-5628,WH1,ExpressAir,Fashion accessories,19.66,10,1.966,3/15/2019,18:20,Credit card,17.694,3.7,492,Member,US,M,10/20/2003,147 Bowling Farm Ct,9260103876.0,147.0,David Dulin
492,608-04-3797,WH3,Special Air  ,Health and beauty,25.32,8,2.0256,3/5/2019,20:24,Ewallet,22.788,3.9,493,Member,US,M,10/22/1992,4778 Crag Burn Ln,9260125930.0,4778.0,Robert Proctor
493,148-82-2527,WH2,Regular Air,Home and lifestyle,12.12,10,0.606,3/5/2019,13:44,Credit card,10.908,4.7,494,Member,ES,M,10/29/1964,C. Vial Interpolar 1,8300100874.0,1.0,Keenan García Guerrero
494,437-53-3084,WH3,Special Air  ,Fashion accessories,99.89,2,7.9912,2/26/2019,11:48,Ewallet,89.901,4.5,495,Normal,DE,F,10/24/1987,Jagdstr. 9,3940107921.0,9.0,Claudia Balocchi
495,632-32-4574,WH3,ExpressAir,Sports and travel,75.92,8,7.592,3/20/2019,14:14,Cash,68.328,3.3,496,Normal,SE,M,10/25/1980,Fabrikörvägen 6,8500100205.0,6.0,Birger Bergling
496,556-97-7101,WH2,Special Air  ,Electronic accessories,63.22,2,5.0576,1/1/2019,15:51,Cash,56.898,3.3,497,Normal,FI,F,10/24/1987,Heikkilänkuja 1,3400100297.0,1.0,Michael Woods
497,862-59-8517,WH2,Regular Air,Food and beverages,90.24,6,4.512,1/27/2019,11:17,Cash,81.216,4.6,498,Normal,ES,F,10/21/1997,C. Gobelas 29,8300100533.0,29.0,Yolanda Gómez
498,401-18-8016,WH3,Special Air  ,Sports and travel,98.13,1,7.8504,1/21/2019,17:36,Cash,88.317,3.6,499,Member,US,M,10/23/1991,1047 Bournemouth Dr,9260105863.0,1047.0,Andrew Leikert
499,420-18-8989,WH1,Special Air  ,Sports and travel,51.52,8,4.1216,2/2/2019,15:47,Cash,46.368,4.8,500,Member,GB,M,10/31/1958,5 Bristo Square,9250101456.0,5.0,Iain Aggarwal
500,277-63-2961,WH3,Regular Air,Sports and travel,73.97,1,3.6985,2/3/2019,15:53,Credit card,66.573,4.8,501,Member,US,F,10/24/1987,426 Fort Sumter Rd,9260104406.0,426.0,Tansy Donaldson
501,573-98-8548,WH2,Regular Air,Fashion accessories,31.9,1,1.595,1/5/2019,12:40,Ewallet,28.71,2.9,502,Member,DE,M,10/20/2003,Anzingerstr. 27,3940107047.0,27.0,Erwin Hägele
502,620-02-2046,WH2,Regular Air,Home and lifestyle,69.4,2,3.47,1/27/2019,19:48,Ewallet,62.46,2.8,503,Normal,IT,M,10/22/1994,Via Panizza 1,4800101698.0,1.0,Celso Ferrarini
503,282-35-2475,WH3,Special Air  ,Sports and travel,93.31,2,7.4648,3/25/2019,17:53,Cash,83.979,3.2,504,Normal,DE,F,11/2/1949,Ludwigstr. 22,3940107342.0,22.0,Heike Müller-Wilke
504,511-54-3087,WH3,Regular Air,Sports and travel,88.45,1,4.4225,2/25/2019,16:36,Credit card,79.605,3.9,505,Normal,DE,F,10/20/2003,Meißnerstr. 152,3940108452.0,152.0,Izabela Wirtz
505,726-29-6793,WH1,ExpressAir,Electronic accessories,24.18,8,2.418,1/28/2019,20:54,Ewallet,21.762,4.3,506,Member,DE,M,10/22/1994,Ahrensburgerstr. 1,3940104499.0,1.0,Peter Tepel
506,387-49-4215,WH3,ExpressAir,Sports and travel,48.5,3,4.85,1/8/2019,12:50,Cash,43.65,2.7,507,Member,ES,F,10/25/1981,Av. General Perón 15,8300100404.0,15.0,Annuka de Juan
507,862-17-9201,WH3,ExpressAir,Food and beverages,84.05,6,8.405,1/29/2019,10:48,Credit card,75.645,5.0,508,Normal,ES,F,10/22/1993,C. Plom 2,8300100161.0,2.0,Ester Herrero Alcalde
508,291-21-5991,WH3,Special Air  ,Health and beauty,61.29,5,4.9032,3/29/2019,14:28,Cash,55.161,3.7,509,Member,US,M,11/2/1948,2245 Hodge Rd,9260116725.0,2245.0,Mark Epplin
509,602-80-9671,WH2,Special Air  ,Home and lifestyle,15.95,6,1.276,2/9/2019,17:15,Credit card,14.355,3.9,510,Member,AU,M,10/24/1984,16 Napier Street,1600102925.0,16.0,Tsui Naoumis
510,347-72-6115,WH3,ExpressAir,Sports and travel,90.74,7,9.074,1/16/2019,18:03,Credit card,81.666,3.9,511,Member,US,F,11/2/1948,120 Hawthorne Park,9260100822.0,120.0,Bergit Teuscher
511,209-61-0206,WH1,Regular Air,Home and lifestyle,42.91,5,2.1455,1/5/2019,17:29,Ewallet,38.619,3.1,512,Normal,DE,M,10/23/1989,Planckstr. 4,3940109385.0,4.0,Rüdiger Peipers
512,595-27-4851,WH1,ExpressAir,Fashion accessories,54.28,7,5.428,1/27/2019,18:05,Ewallet,48.852,3.3,513,Normal,NL,F,10/23/1989,Steurweg 1,6300101094.0,1.0,B.N.B. Spangenberg
513,189-52-0236,WH1,Regular Air,Electronic accessories,99.55,7,4.9775,3/14/2019,12:07,Cash,89.595,3.6,514,Normal,US,F,10/22/1992,4 Bridle Creek Dr,9260119864.0,4.0,Erneka Allen
514,503-07-0930,WH2,ExpressAir,Sports and travel,58.39,7,5.839,2/23/2019,19:49,Credit card,52.551,4.3,515,Member,US,M,11/2/1951,1519 Crescent Ct,9260109166.0,1519.0,Cecil Yarosz
515,413-20-6708,WH2,Regular Air,Fashion accessories,51.47,1,2.5735,3/18/2019,15:52,Ewallet,46.323,4.5,516,Member,US,F,11/1/1954,667 Clatter Ave,9260117701.0,667.0,Kathryn Derrow
516,425-85-2085,WH3,ExpressAir,Health and beauty,54.86,5,5.486,3/29/2019,16:48,Ewallet,49.374,2.8,517,Member,DE,F,10/23/1989,Marienberger Str. 4,3940101459.0,4.0,Karina Mette
517,521-18-7827,WH2,Regular Air,Home and lifestyle,39.39,5,1.9695,1/22/2019,20:46,Credit card,35.451,2.7,518,Member,US,F,10/23/1989,105 Dwelling Pl,9260105185.0,105.0,Kelly Peterson
518,220-28-1851,WH1,Special Air  ,Home and lifestyle,34.73,2,2.7784,3/1/2019,18:14,Ewallet,31.257,2.9,519,Normal,HR,M,10/27/1972,Baruna Trenka 4,4400100059.0,4.0,Dnjepar Juzba¹iæ
519,600-38-9738,WH2,ExpressAir,Sports and travel,71.92,5,7.192,1/17/2019,15:05,Credit card,64.728,4.4,520,Member,DE,F,11/2/1951,Hölderlinstr. 2,3940109047.0,2.0,Susanna Solf
520,734-91-1155,WH3,ExpressAir,Electronic accessories,45.71,3,4.571,3/26/2019,10:34,Credit card,41.139,3.9,521,Normal,NL,F,10/22/1994,Wisselwerking 14,6300100666.0,14.0,Jan-Reijer Roest
521,451-28-5717,WH2,Special Air  ,Home and lifestyle,83.17,6,6.6536,3/20/2019,11:23,Cash,74.853,3.5,522,Member,US,F,10/30/1963,749 Grove Crabtree Cres,9260110708.0,749.0,Claranette Lynge
522,609-81-8548,WH1,ExpressAir,Home and lifestyle,37.44,6,3.744,2/6/2019,13:55,Credit card,33.696,2.5,523,Member,DE,F,10/28/1969,Mainzerstr. 1,3940108803.0,1.0,Ursula Mekelburg
523,133-14-7229,WH2,Special Air  ,Health and beauty,62.87,2,5.0296,1/1/2019,11:43,Cash,56.583,4.9,524,Normal,IT,F,10/25/1980,Via Marco Traiano 5,4800102230.0,5.0,Vanessa Saladino
524,534-01-4457,WH1,Regular Air,Food and beverages,81.71,6,4.0855,1/27/2019,14:36,Credit card,73.539,4.8,525,Normal,NO,F,10/26/1977,Hovedgården 1,6850100642.0,1.0,Anette Nysæter
525,719-89-8991,WH1,Special Air  ,Sports and travel,91.41,5,7.3128,2/25/2019,16:03,Ewallet,82.269,3.2,526,Member,IT,F,10/31/1957,Via Caldera 12,4800102013.0,12.0,Diuska Concolato
526,286-62-6248,WH3,Regular Air,Fashion accessories,39.21,4,1.9605,1/16/2019,20:03,Credit card,35.289,4.9,527,Normal,US,M,10/25/1982,5603 Hunt Club Ln,9260122054.0,5603.0,Adair Howell
527,339-38-9982,WH3,ExpressAir,Fashion accessories,59.86,2,5.986,1/13/2019,14:55,Ewallet,53.874,4.3,528,Member,US,M,10/30/1963,1371 Carnegie Ln,9260117126.0,1371.0,Eric Stuczynski
528,827-44-5872,WH3,Regular Air,Food and beverages,54.36,10,2.718,2/7/2019,11:28,Credit card,48.924,3.2,529,Member,US,F,10/21/1997,725 Embleton Dr,9260118161.0,725.0,Kerre Dale
529,827-77-7633,WH1,Special Air  ,Sports and travel,98.09,9,7.8472,2/17/2019,19:41,Cash,88.281,3.7,530,Normal,US,M,10/31/1958,51 Latimer Rd,9260104342.0,51.0,Walter Cotten
530,287-83-1405,WH1,ExpressAir,Health and beauty,25.43,6,2.543,2/12/2019,19:01,Ewallet,22.887,3.2,531,Normal,BE,F,10/30/1960,Mouterijstr 58,1900106413.0,58.0,Katelijne Deneef
531,435-13-4908,WH1,Regular Air,Fashion accessories,86.68,8,4.334,1/24/2019,18:04,Credit card,78.012,3.4,532,Member,ES,M,10/23/1988,C. San Francisco 1,8300100925.0,1.0,Jose Manuel Sanclement
532,857-67-9057,WH3,Regular Air,Electronic accessories,22.95,10,1.1475,2/6/2019,19:20,Ewallet,20.655,4.1,533,Normal,DE,M,10/20/2001,Sauerbruchstraße 2,3940103748.0,2.0,Richard Tonack
533,236-27-1144,WH2,Regular Air,Food and beverages,16.31,9,0.8155,3/26/2019,10:31,Ewallet,14.679,4.5,534,Normal,US,F,10/20/2003,2480 Fairpoint Ct,9260122221.0,2480.0,Naveen Gipson
534,892-05-6689,WH1,Regular Air,Home and lifestyle,28.32,5,1.416,3/11/2019,13:28,Ewallet,25.488,4.5,535,Normal,SE,F,10/31/1958,Hagagatan 1,8500100318.0,1.0,Leif Bendroth
535,583-41-4548,WH2,Special Air  ,Home and lifestyle,16.67,7,1.3336,2/7/2019,11:36,Ewallet,15.003,3.2,536,Normal,FR,M,10/23/1990,Rue Henri Ey 102,3500101230.0,102.0,Thierry Ruth
536,339-12-4827,WH3,Regular Air,Fashion accessories,73.96,1,3.698,1/5/2019,11:32,Credit card,66.564,4.4,537,Member,SI,F,10/26/1978,©ubièeva 1,7890100383.0,1.0,Danica Smiljaniè
537,643-38-7867,WH1,Special Air  ,Home and lifestyle,97.94,1,7.8352,3/7/2019,11:44,Ewallet,88.146,3.0,538,Normal,US,F,10/24/1985,2021 Lake Lynn Dr,9260102965.0,2021.0,Jilma Loudy
538,308-81-0538,WH1,Regular Air,Fashion accessories,73.05,4,3.6525,2/25/2019,17:16,Credit card,65.745,3.2,539,Normal,US,M,10/23/1990,2269 Kenbridge Ln,9260104009.0,2269.0,George Chylinski
539,358-88-9262,WH2,Regular Air,Food and beverages,87.48,6,4.374,2/1/2019,18:43,Ewallet,78.732,4.0,540,Member,DE,F,10/22/1992,Lothriger Str. 48,3940105824.0,48.0,Christine Prätzel
540,460-35-4390,WH1,Regular Air,Home and lifestyle,30.68,3,1.534,1/22/2019,11:00,Ewallet,27.612,3.1,541,Normal,FR,F,10/20/2003,Rue de l'Egalite 1,3500100062.0,1.0,Patricia Allusse
541,343-87-0864,WH2,Special Air  ,Health and beauty,75.88,1,6.0704,1/3/2019,10:30,Credit card,68.292,2.8,542,Member,DE,F,10/24/1987,Brunsbüttler Damm 2,3940100574.0,2.0,Kirsten Knörzer
542,173-50-1108,WH3,Regular Air,Sports and travel,20.18,4,1.009,2/13/2019,12:14,Credit card,18.162,4.6,543,Member,NO,M,10/29/1966,Olav Kyrres Gate 4,6850100674.0,4.0,Knut Sverre Jørstad
543,243-47-2663,WH2,Regular Air,Electronic accessories,18.77,6,0.9385,1/28/2019,16:43,Credit card,16.893,4.3,544,Member,TR,M,10/27/1973,A Blok No: 1,9050100008.0,1.0,Avni Argac
544,841-18-8232,WH3,Special Air  ,Food and beverages,71.2,1,5.696,1/5/2019,20:40,Credit card,64.08,3.3,545,Normal,AU,F,10/26/1977,15 Barrack Street,1600102975.0,15.0,Thana Engel
545,701-23-5550,WH3,ExpressAir,Home and lifestyle,38.81,4,3.881,3/19/2019,13:40,Ewallet,34.929,3.5,546,Member,NO,M,10/31/1957,Strandveien 49,6850100208.0,49.0,Peer-Håkon Grave
546,647-50-1224,WH1,ExpressAir,Fashion accessories,29.42,10,2.942,1/12/2019,16:23,Ewallet,26.478,3.4,547,Normal,US,M,10/24/1987,1520 Carostone Ct,9260117127.0,1520.0,Thomas Habig
547,541-48-8554,WH1,Special Air  ,Sports and travel,60.95,9,4.876,1/7/2019,12:08,Credit card,54.855,2.8,548,Normal,US,M,10/22/1995,816 East St,9260117422.0,816.0,Gregory Rinehard
548,539-21-7227,WH3,Special Air  ,Sports and travel,51.54,5,4.1232,1/26/2019,17:45,Cash,46.386,4.6,549,Normal,IT,M,10/25/1982,Via Spiga 9,4800102392.0,9.0,Claudio Agazzone
549,213-32-1216,WH1,ExpressAir,Electronic accessories,66.06,6,6.606,1/23/2019,10:28,Cash,59.454,3.6,550,Normal,US,F,10/22/1994,733 Fitchburg Ct,9260120079.0,733.0,Kwamia Rossler
550,747-58-7183,WH3,Regular Air,Fashion accessories,57.27,3,2.8635,2/9/2019,20:31,Ewallet,51.543,3.3,551,Normal,US,M,10/30/1963,85 Lake Boone Trl,9260102921.0,85.0,Blu Peachey
551,582-52-8065,WH3,Regular Air,Fashion accessories,54.31,9,2.7155,2/22/2019,10:49,Cash,48.879,3.1,552,Normal,US,M,10/27/1974,138 Harps Mill Rd,9260101268.0,138.0,Landirth Koures
552,210-57-1719,WH3,Regular Air,Health and beauty,58.24,9,2.912,2/5/2019,12:34,Cash,52.416,3.5,553,Normal,ES,F,10/29/1964,C. Enrique Larreta 1,8300100504.0,1.0,Inmaculada Bocigas
553,399-69-4630,WH2,ExpressAir,Electronic accessories,22.21,6,2.221,3/7/2019,10:23,Credit card,19.989,3.2,554,Normal,US,F,11/2/1948,3407 Cranborne Ln,9260110162.0,3407.0,Louane Hunsinger
554,134-75-2619,WH1,Regular Air,Electronic accessories,19.32,7,0.966,3/25/2019,18:51,Cash,17.388,3.0,555,Member,AU,M,10/22/1993,1 Chifley Drive,1600100035.0,1.0,Branko Wytkin
555,356-44-8813,WH3,ExpressAir,Home and lifestyle,37.48,3,3.748,1/20/2019,13:45,Credit card,33.732,4.8,556,Normal,US,M,10/29/1966,498 Delaney Dr,9260124381.0,498.0,Thomas Whitney
556,198-66-9832,WH3,ExpressAir,Fashion accessories,72.04,2,7.204,2/4/2019,19:38,Cash,64.836,5.0,557,Member,IT,F,10/25/1980,Via Guidubaldo Del Monte 42,4800103899.0,42.0,Karen Bettoni
557,283-26-5248,WH2,Special Air  ,Food and beverages,98.52,10,7.8816,1/30/2019,20:23,Ewallet,88.668,2.9,558,Member,AT,M,10/24/1985,Hintere Zollamtsstr. 14,1650100219.0,14.0,Josef Schuster
558,712-39-0363,WH1,Regular Air,Food and beverages,41.66,6,2.083,1/2/2019,15:24,Ewallet,37.494,3.2,559,Member,DE,F,10/24/1985,Hagenauerstr. 12,3940110021.0,12.0,Inga Tücking
559,218-59-9410,WH1,Regular Air,Home and lifestyle,72.42,3,3.621,3/29/2019,16:54,Ewallet,65.178,2.9,560,Member,US,M,10/26/1978,278 Evers Dr,9260100228.0,278.0,Walter Didsbury
560,174-75-0888,WH3,ExpressAir,Electronic accessories,21.58,9,2.158,3/14/2019,12:32,Cash,19.422,3.3,561,Normal,US,M,10/24/1987,1245 Horsham Way,9260112495.0,1245.0,Frankie Grueneich
561,866-99-7614,WH2,Regular Air,Food and beverages,89.2,10,4.46,2/11/2019,15:42,Credit card,80.28,2.6,562,Normal,US,M,10/24/1985,2676 Center St,9260126757.0,2676.0,William Reams
562,134-54-4720,WH3,Regular Air,Electronic accessories,42.42,8,2.121,1/30/2019,13:58,Ewallet,38.178,3.5,563,Normal,US,M,10/27/1975,6075 Grant Ave,9260110943.0,6075.0,James Hunn
563,760-90-2357,WH1,Regular Air,Electronic accessories,74.51,6,3.7255,3/20/2019,15:08,Ewallet,67.059,4.4,564,Member,ES,F,10/28/1970,C. Orense 16,8300100627.0,16.0,Sara Savina
564,514-37-2845,WH3,Regular Air,Fashion accessories,99.25,2,4.9625,3/20/2019,13:02,Cash,89.325,3.4,565,Normal,PT,F,10/20/2001,Praça d.João I 1,7350100340.0,1.0,Susana Cristina Calha
565,698-98-5964,WH1,Regular Air,Food and beverages,81.21,10,4.0605,1/17/2019,13:01,Credit card,73.089,4.2,566,Normal,US,F,10/25/1981,88 Huntcliff Ct,9260117453.0,88.0,Jeanmarie Belculfine
566,718-57-9773,WH2,Regular Air,Sports and travel,49.33,10,2.4665,2/3/2019,16:40,Credit card,44.397,3.6,567,Normal,US,F,10/26/1976,545 Dana Dr,9260122788.0,545.0,Jennifer Smiljanich
567,651-88-7328,WH1,Special Air  ,Fashion accessories,65.74,9,5.2592,1/1/2019,13:55,Cash,59.166,3.0,568,Normal,DE,M,10/31/1958,Dorfstr. 12,3940106797.0,12.0,Martin Dickermann
568,241-11-2261,WH3,ExpressAir,Fashion accessories,79.86,7,7.986,1/10/2019,10:33,Credit card,71.874,4.0,569,Normal,US,M,10/27/1975,501 Carson St,9260114488.0,501.0,Christopher Itoua
569,408-26-9866,WH2,ExpressAir,Sports and travel,73.98,7,7.398,3/2/2019,16:42,Ewallet,66.582,4.4,570,Normal,ES,M,10/26/1979,C. General Ruiz 1,8300101009.0,1.0,Juan José Martínez Sampedro
570,834-83-1826,WH3,Regular Air,Home and lifestyle,82.04,5,4.102,2/25/2019,17:16,Credit card,73.836,4.1,571,Member,US,M,10/27/1975,1417 Iman Dr,9260124632.0,1417.0,Andru Battaglia
571,343-61-3544,WH3,Special Air  ,Sports and travel,26.67,10,2.1336,1/29/2019,11:48,Cash,24.003,3.6,572,Member,FR,F,10/21/1998,Rue du 19 Mars 1962 1,3500100514.0,1.0,Nathalie Abousahl
572,239-48-4278,WH1,ExpressAir,Food and beverages,10.13,7,1.013,3/10/2019,19:35,Ewallet,9.117,4.6,573,Member,US,M,10/28/1969,2103 Fairway Ridge Dr,9260126236.0,2103.0,Godofredo Gilbert
573,355-34-6244,WH3,Regular Air,Food and beverages,72.39,2,3.6195,1/13/2019,19:55,Credit card,65.151,3.2,574,Normal,DE,F,11/1/1954,Theodor Althoffstr. 1,3940102778.0,1.0,Christine Rühland
574,550-84-8664,WH1,Special Air  ,Sports and travel,85.91,5,6.8728,3/22/2019,14:33,Credit card,77.319,4.8,575,Normal,US,M,10/20/2002,1165 Annandale Dr,9260100775.0,1165.0,Hermann Sanders
575,339-96-8318,WH3,ExpressAir,Fashion accessories,81.31,7,8.131,3/1/2019,19:49,Ewallet,73.179,4.8,576,Member,US,F,10/21/1998,775 Glascock St,9260128681.0,775.0,Mettie Tuszynski
576,458-61-0011,WH3,ExpressAir,Food and beverages,60.3,4,6.03,2/20/2019,18:43,Cash,54.27,5.0,577,Normal,US,F,10/31/1959,2047 Huntdell Main Dr,9260101111.0,2047.0,Dulce Twiddy
577,592-34-6155,WH2,Regular Air,Food and beverages,31.77,4,1.5885,1/14/2019,14:43,Ewallet,28.593,3.7,578,Normal,US,M,10/24/1985,1504 Ferris Wheel Ct,9260124827.0,1504.0,John Degrezia
578,797-88-0493,WH1,Special Air  ,Health and beauty,64.27,4,5.1416,3/26/2019,13:54,Cash,57.843,4.6,579,Normal,GB,M,11/2/1949,1 The Strand,9250107195.0,1.0,Alan Pollins
579,207-73-1363,WH3,Special Air  ,Health and beauty,69.51,2,5.5608,3/1/2019,12:15,Ewallet,62.559,3.7,580,Normal,IT,M,10/19/2005,Piazza Iv Novembre 5,4800101878.0,5.0,Francesco Pasquazzi
580,390-31-6381,WH2,Special Air  ,Food and beverages,27.22,3,2.1776,1/7/2019,12:37,Cash,24.498,4.1,581,Normal,US,M,10/28/1969,246 Alfalfa Ln,9260117833.0,246.0,J Jesus Burke
581,443-82-0585,WH1,Regular Air,Health and beauty,77.68,4,3.884,2/1/2019,19:54,Cash,69.912,2.7,582,Member,US,M,10/30/1960,56 Braswell Ct,9260123715.0,56.0,Mark Angell-Brewer
582,339-18-7061,WH2,Special Air  ,Fashion accessories,92.98,2,7.4384,2/13/2019,15:06,Credit card,83.682,4.9,583,Member,US,M,11/2/1951,11 Crawford Rd,9260106749.0,11.0,Kengie Moore-Davis
583,359-90-3665,WH3,Regular Air,Fashion accessories,18.08,4,0.904,1/14/2019,18:03,Credit card,16.272,4.0,584,Member,DE,F,10/25/1983,Große Elbstr. 174,3940104159.0,174.0,Anja Militzer
584,375-72-3056,WH3,ExpressAir,Sports and travel,63.06,3,6.306,1/19/2019,15:58,Ewallet,56.754,4.7,585,Normal,IT,M,10/20/2002,Via Panciatichi 33,4800101230.0,33.0,Raul Law
585,127-47-6963,WH1,Regular Air,Health and beauty,51.71,4,2.5855,3/9/2019,13:53,Credit card,46.539,2.8,586,Normal,US,F,10/23/1991,3924 Courtney Ln,9260101455.0,3924.0,Samina Deprospero
586,278-86-2735,WH1,Special Air  ,Food and beverages,52.34,3,4.1872,3/27/2019,14:03,Cash,47.106,4.9,587,Normal,FR,M,10/31/1956,Avenue du President Wilson 1,3500101188.0,1.0,Alain Dubois
587,695-28-6250,WH1,Special Air  ,Sports and travel,43.06,5,3.4448,2/4/2019,16:38,Ewallet,38.754,4.2,588,Normal,GB,M,10/24/1984,1 Hagley Road West,9250106425.0,1.0,Wen Leech
588,379-17-6588,WH2,ExpressAir,Fashion accessories,59.61,10,5.961,3/14/2019,11:07,Cash,53.649,3.0,589,Normal,US,M,11/2/1951,284 Lake Ridge Dr,9260110254.0,284.0,Shade Westney
589,227-50-3718,WH1,Regular Air,Health and beauty,14.62,5,0.731,3/4/2019,12:23,Cash,13.158,3.4,590,Normal,TR,M,11/2/1949,Kayisdagi Cad. Karaman Ciftlig 2,9050100006.0,2.0,Onat Hasillioglu
590,302-15-2162,WH2,Regular Air,Health and beauty,46.53,6,2.3265,3/3/2019,10:54,Credit card,41.877,4.6,591,Member,GB,F,10/21/1996,1 Windsor Place,9250100990.0,1.0,Liz Badcock
591,788-07-8452,WH2,ExpressAir,Home and lifestyle,24.24,7,2.424,1/27/2019,17:38,Ewallet,21.816,4.2,592,Member,FR,F,10/26/1976,Chemin du Grand Revoyet 63,3500101239.0,63.0,Nicole Mathe
592,560-49-6611,WH1,Regular Air,Sports and travel,45.58,1,2.279,2/7/2019,14:13,Cash,41.022,3.2,593,Member,DE,M,10/25/1980,am Katharina-Heinroth Ufer 1,3940101045.0,1.0,Guido Fräßdorf
593,880-35-0356,WH1,Special Air  ,Sports and travel,75.2,3,6.016,2/5/2019,11:51,Ewallet,67.68,4.4,594,Member,GB,F,10/22/1993,7 Barley Row Passage,9250102922.0,7.0,Don Lloyd
594,585-11-6748,WH3,ExpressAir,Sports and travel,96.8,3,9.68,3/15/2019,13:05,Cash,87.12,2.5,595,Member,US,M,10/27/1972,383 Edenton St,9260108382.0,383.0,Brian Dilen
595,470-31-3286,WH3,Special Air  ,Health and beauty,14.82,3,1.1856,3/1/2019,11:30,Credit card,13.338,3.6,596,Normal,GB,F,11/1/1953,39 New Oxford Street,9250104807.0,39.0,Pippa Stone
596,152-68-2907,WH1,Regular Air,Food and beverages,52.2,3,2.61,2/15/2019,13:30,Credit card,46.98,4.5,597,Normal,GB,F,11/1/1955,1 New Road,9250106504.0,1.0,Rachael Whitford
597,123-35-4896,WH2,Regular Air,Sports and travel,46.66,9,2.333,2/17/2019,19:11,Ewallet,41.994,3.4,598,Normal,DE,M,10/26/1978,Benzstraße 1,3940108431.0,1.0,Andreas Ehlen
598,258-69-7810,WH2,Special Air  ,Fashion accessories,36.85,5,2.948,1/26/2019,18:53,Cash,33.165,3.2,599,Normal,IT,M,11/1/1954,Strada Statale 146,4800101324.0,146.0,Luigi Cerrioli
599,334-64-2006,WH1,ExpressAir,Home and lifestyle,70.32,2,7.032,3/24/2019,14:22,Ewallet,63.288,4.2,600,Member,IT,M,11/2/1951,Via Martorello 6,4800100778.0,6.0,Vincenzo Ienni
600,219-61-4139,WH2,Regular Air,Electronic accessories,83.08,1,4.154,1/23/2019,17:16,Ewallet,74.772,5.0,601,Normal,FI,M,10/23/1988,Satamakatu 1,3400100346.0,1.0,Ari Nippula
601,881-41-7302,WH2,ExpressAir,Fashion accessories,64.99,1,6.499,1/26/2019,10:06,Credit card,58.491,4.7,602,Normal,US,M,10/24/1985,1992 Farlow Gap Ln,9260107833.0,1992.0,Gollon la Pasha
602,373-09-4567,WH2,Regular Air,Food and beverages,77.56,10,3.878,3/14/2019,20:35,Ewallet,69.804,4.2,603,Normal,US,F,11/1/1952,539 Dockside Cir,9260127821.0,539.0,Cinthia Brownewell
603,642-30-6693,WH3,Regular Air,Sports and travel,54.51,6,2.7255,3/17/2019,13:54,Ewallet,49.059,3.4,604,Normal,TR,M,10/27/1972,Kayisdagi Cad. Karaman Ciftlig 1,9050100006.0,1.0,Carglar Yolgegenli
604,484-22-8230,WH2,ExpressAir,Fashion accessories,51.89,7,5.189,1/8/2019,20:08,Cash,46.701,4.4,605,Member,US,M,10/23/1990,101 Bud Smith Rd,9260114429.0,101.0,William Abuilar
605,830-58-2383,WH3,Special Air  ,Home and lifestyle,31.75,4,2.54,2/8/2019,15:26,Cash,28.575,4.2,606,Normal,US,F,10/29/1966,219 Haven Hill Ct,9260112254.0,219.0,Khaula Bain
606,559-98-9873,WH1,Regular Air,Fashion accessories,53.65,7,2.6825,2/10/2019,12:56,Ewallet,48.285,4.5,607,Member,NL,F,11/1/1953,Euclideslaan 1,6300101303.0,1.0,M P Leung
607,544-32-5024,WH2,ExpressAir,Food and beverages,49.79,4,4.979,3/28/2019,19:16,Credit card,44.811,2.8,608,Member,US,F,10/25/1982,417 Laughridge Dr,9260127950.0,417.0,Mintilik Sebok
608,318-12-0304,WH1,ExpressAir,Fashion accessories,30.61,1,3.061,1/23/2019,12:20,Ewallet,27.549,3.3,609,Normal,IT,M,10/31/1959,Via F.Lli Bandiera 4,4800101773.0,4.0,Gilberto Sciannamea
609,349-97-8902,WH3,ExpressAir,Food and beverages,57.89,2,5.789,1/17/2019,10:37,Ewallet,52.101,4.6,610,Member,GB,M,11/2/1949,1 Kirby Street,9250104389.0,1.0,Chishu Braim
610,421-95-9805,WH1,Regular Air,Electronic accessories,28.96,1,1.448,2/7/2019,10:18,Credit card,26.064,2.5,611,Normal,PT,M,10/23/1990,Ed. Dos Armadores 3,7350100173.0,3.0,Pedro Carreiro Ladeiras Laurentino
611,277-35-5865,WH2,Regular Air,Food and beverages,98.97,9,4.9485,3/9/2019,11:23,Cash,89.073,4.7,612,Member,AU,F,10/24/1985,56 Ryrie Street,1600102864.0,56.0,Sia Baric
