Invoice ID,warehouse_name,Shipment_mode,Product line,Unit price,Quantity,shipping cost,Date,Time,Payment,Unit cost,Rating,Customer_ID,Customer type,Country,Gender,Birth_Date,Customer_Address, Street_ID, Street_Number,CustFN,age_when_order,month,total_income,total_cost,total_profit
821-07-3596,WH2,Regular Air,Fashion accessories,16.45,4,0.8225,2019-03-07,14:53,Ewallet,14.805,4.9,262,Normal,IT,F,1970-10-28,Via Caraglio 4,4800104782.0,4.0,Teodora Marcattilj,48.355920602327174,March,65.8,59.22,6.579999999999998
655-85-5130,WH3,Special Air  ,Fashion accessories,38.3,4,3.064,2019-03-13,19:22,Cash,34.47,3.7,263,Member,US,F,1983-10-25,1576 Hay Meadow Ct,9260103315.0,1576.0,Janet Dice,35.38124572210815,March,153.2,137.88,15.319999999999993
447-15-7839,WH1,Special Air  ,Sports and travel,22.24,10,1.7792,2019-02-09,11:00,Cash,20.016,4.3,264,Member,DE,M,1968-10-28,Ibbenbürenerstr. 1,3940105046.0,1.0,Sepp Weisenberger,50.28336755646817,February,222.39999999999998,200.15999999999997,22.24000000000001
154-74-7179,WH3,Special Air  ,Sports and travel,54.45,1,4.356,2019-02-26,19:24,Ewallet,49.005,3.9,265,Normal,GB,M,1967-10-29,1 Aldwych,9250102829.0,1.0,Ravi Apcar,51.32922655715264,February,54.45,49.005,5.445
253-12-6086,WH1,ExpressAir,Sports and travel,98.4,7,9.84,2019-03-12,12:43,Credit card,88.56,3.2,266,Member,BE,F,1983-10-25,Schoolstr 22,1900100842.0,22.0,Alexandra Demesure,35.37850787132101,March,688.8000000000001,619.9200000000001,68.88
808-65-0703,WH2,Regular Air,Home and lifestyle,35.47,4,1.7735,2019-03-14,17:22,Credit card,31.923,3.1,267,Normal,US,M,1999-10-21,4710 Hunting Ridge Rd,9260125541.0,4710.0,Michael Lovenstein,19.394934976043807,March,141.88,127.692,14.188000000000002
571-94-0759,WH3,ExpressAir,Food and beverages,74.6,10,7.46,2019-01-08,20:55,Cash,67.14,3.9,268,Member,ES,F,1965-10-29,Av. Córdoba 2,8300100387.0,2.0,Covadonga Moret,53.1937029431896,January,746.0,671.4,74.60000000000002
144-51-6085,WH1,Special Air  ,Home and lifestyle,70.74,4,5.6592,2019-01-05,16:05,Credit card,63.666,2.6,269,Member,GB,M,2005-10-19,1 Dinerth Road,9250101121.0,1.0,Reece Wright,13.212867898699521,January,282.96,254.664,28.295999999999992
731-14-2199,WH1,Special Air  ,Home and lifestyle,35.54,10,2.8432,2019-01-04,13:34,Ewallet,31.986,3.3,270,Member,GB,M,1967-10-29,25 Queen Street,9250101950.0,25.0,Marcus Lemmon,51.18412046543463,January,355.4,319.86,35.539999999999964
783-09-1637,WH3,Special Air  ,Sports and travel,67.43,5,5.3944,2019-03-06,18:13,Ewallet,60.687,4.6,271,Normal,FR,M,1958-10-31,Bis Av Jean Moulin 16,3500100822.0,16.0,Bernard Riche,60.34496919917864,March,337.15000000000003,303.435,33.71500000000003
687-15-1097,WH2,Regular Air,Health and beauty,21.12,2,1.056,2019-01-03,19:17,Cash,19.008,4.6,272,Member,US,F,1976-10-26,95 Auburn Knightdale Rd,9260108370.0,95.0,Lindsi Vali,42.18754277891855,January,42.24,38.016,4.224000000000004
126-54-1082,WH1,ExpressAir,Home and lifestyle,21.54,9,2.154,2019-01-07,11:44,Credit card,19.386,4.4,273,Member,US,F,1986-10-24,394 Essington Pl,9260120775.0,394.0,Lynnetta Rideout,32.205338809034906,January,193.85999999999999,174.474,19.385999999999996
633-91-1052,WH1,Regular Air,Home and lifestyle,12.03,2,0.6015,2019-01-27,15:51,Cash,10.827,4.2,274,Normal,DE,F,2000-10-20,Plieningerstr. 60,3940109387.0,60.0,Alina Müller-Thümen,18.269678302532512,January,24.06,21.654,2.405999999999999
477-24-6490,WH3,Regular Air,Health and beauty,99.71,6,4.9855,2019-02-26,16:52,Ewallet,89.739,3.0,275,Normal,ES,F,1962-10-30,C. Goya 9,8300100535.0,9.0,Nancy Garland,56.32580424366872,February,598.26,538.434,59.82600000000002
566-19-5475,WH3,ExpressAir,Fashion accessories,47.97,7,4.797,2019-01-07,20:52,Cash,43.173,4.0,276,Normal,IT,M,1988-10-23,Strada 2,4800104271.0,2.0,Elio Nicola Lanternier,30.206707734428473,January,335.78999999999996,302.211,33.57899999999995
526-86-8552,WH2,Special Air  ,Home and lifestyle,21.82,10,1.7456,2019-01-07,17:36,Cash,19.638,3.5,277,Member,US,M,1956-10-31,547 Burlington Mills Rd,9260129795.0,547.0,Wayne Oliverosamador,62.18480492813142,January,218.2,196.38000000000002,21.819999999999965
376-56-3573,WH2,Regular Air,Fashion accessories,95.42,4,4.771,2019-02-02,13:23,Ewallet,85.878,3.0,278,Normal,US,M,2000-10-20,225 Lake Brandt Dr,9260112921.0,225.0,Kenneth Stoltmann,18.286105407255306,February,381.68,343.512,38.168000000000006
537-72-0426,WH2,ExpressAir,Fashion accessories,70.99,10,7.099,2019-03-20,16:28,Cash,63.891,3.7,279,Member,AT,M,1980-10-25,Ungargasse 1,1650100337.0,1.0,Richard Sachs,38.39835728952772,March,709.9,638.91,70.99000000000001
828-61-5674,WH1,ExpressAir,Sports and travel,44.02,10,4.402,2019-03-20,19:57,Credit card,39.618,4.0,280,Member,US,M,1965-10-29,5235 Langtree Ln,9260119417.0,5235.0,Hitendra Worsham,53.38809034907597,March,440.20000000000005,396.18,44.02000000000004
136-08-6195,WH1,Special Air  ,Home and lifestyle,69.96,8,5.5968,2019-02-15,17:01,Credit card,62.964,4.2,281,Normal,AT,M,1985-10-24,Nussdorferstr. 25,1650100277.0,25.0,Wolfgang Finster,33.31143052703628,February,559.68,503.712,55.96799999999996
523-38-0215,WH2,Regular Air,Home and lifestyle,37.0,1,1.85,2019-03-06,13:29,Credit card,33.3,2.5,282,Normal,US,M,1980-10-25,92 Arizona Dr,9260118560.0,92.0,Tariq Shikh,38.36002737850787,March,37.0,33.3,3.700000000000003
490-29-1201,WH1,Special Air  ,Sports and travel,15.34,1,1.2272,2019-01-06,11:09,Cash,13.806,3.0,283,Normal,FI,F,1985-10-24,Itäinen Pitkäkatu 1,3400100497.0,1.0,Ella Nykyri,33.20191649555099,January,15.34,13.806,1.5340000000000007
667-92-0055,WH1,Special Air  ,Health and beauty,99.83,6,7.9864,2019-03-04,15:02,Ewallet,89.847,3.2,284,Member,FR,M,1976-10-26,Boulevard de Verdun 1,3500100246.0,1.0,Frederic Gerday,42.351813826146476,March,598.98,539.082,59.898000000000025
565-17-3836,WH1,ExpressAir,Health and beauty,47.67,4,4.767,2019-03-12,14:21,Cash,42.903,3.5,285,Member,US,F,2004-10-19,91 Baymar Dr,9260109317.0,91.0,Dana Piegore,14.392881587953456,March,190.68,171.612,19.068000000000012
498-41-1961,WH3,ExpressAir,Health and beauty,66.68,5,6.668,2019-02-20,18:01,Cash,60.012,4.8,286,Normal,AU,F,1984-10-24,1 Culgya Avenue,1600100928.0,1.0,Judy Zagas,34.32443531827516,February,333.40000000000003,300.06,33.34000000000003
593-95-4461,WH2,Regular Air,Home and lifestyle,74.86,1,3.743,2019-03-24,14:49,Cash,67.374,2.6,287,Member,US,M,1993-10-22,704 Grand Ave,9260100962.0,704.0,Thomas Cazaglis,25.418206707734427,March,74.86,67.374,7.486000000000004
226-71-3580,WH2,ExpressAir,Sports and travel,23.75,9,2.375,2019-01-31,12:02,Cash,21.375,3.4,288,Normal,AU,M,1950-11-02,91 Station Road,1600102674.0,91.0,David Coughlan,68.24640657084188,January,213.75,192.375,21.375
283-79-9594,WH3,Regular Air,Food and beverages,48.51,7,2.4255,2019-01-25,13:30,Credit card,43.659,3.7,289,Normal,GB,M,1997-10-21,12 Ormonde Road,9250107698.0,12.0,Mike Hyland,21.2621492128679,January,339.57,305.613,33.956999999999994
430-60-3493,WH1,Special Air  ,Home and lifestyle,94.88,7,7.5904,2019-02-03,14:38,Cash,85.392,4.5,290,Member,US,M,1951-11-02,2879 Camelot Dr,9260121988.0,2879.0,Joseph Grubbs,67.25530458590006,February,664.16,597.7439999999999,66.41600000000005
139-20-0155,WH3,Special Air  ,Electronic accessories,40.3,10,3.224,2019-01-24,17:37,Credit card,36.27,3.7,291,Member,NL,M,1989-10-23,Elisabethhof 5,6300100929.0,5.0,W.J. Hoogendijck,29.253935660506503,January,403.0,362.70000000000005,40.299999999999955
558-80-4082,WH2,Regular Air,Electronic accessories,27.85,7,1.3925,2019-03-14,17:20,Ewallet,25.065,3.3,292,Normal,SI,F,1979-10-26,Parmova 18,7890100262.0,18.0,Alina Bertok,39.38124572210815,March,194.95000000000002,175.455,19.495000000000005
278-97-7759,WH1,Special Air  ,Electronic accessories,62.48,1,4.9984,2019-02-18,20:29,Cash,56.232,4.7,293,Member,ES,F,1949-11-02,C. Alcalá 406,8300100431.0,406.0,Mar Alfaro,69.29500342231348,February,62.48,56.232,6.2479999999999976
316-68-6352,WH1,Special Air  ,Food and beverages,36.36,2,2.9088,2019-01-21,10:00,Cash,32.724,2.7,294,Member,CH,M,1972-10-27,Centro Galleria 1,8550100070.0,1.0,Claude Diggelmann,46.234086242299796,January,72.72,65.448,7.272000000000006
585-03-5943,WH3,ExpressAir,Health and beauty,18.11,10,1.811,2019-03-13,11:46,Ewallet,16.299,4.6,295,Normal,FR,M,1950-11-02,Boulevard Saint Jacques 16,3500100853.0,16.0,Alexander Bidet,68.3586584531143,March,181.1,162.99,18.109999999999985
211-05-0490,WH2,Regular Air,Electronic accessories,51.92,5,2.596,2019-03-03,13:42,Cash,46.728,2.7,296,Member,US,F,1949-11-02,135 Hardimont Rd,9260101417.0,135.0,Latausha Schukman,69.3305954825462,March,259.6,233.64000000000001,25.960000000000008
727-75-6477,WH2,Regular Air,Electronic accessories,28.84,4,1.442,2019-03-29,14:44,Cash,25.956,4.8,297,Normal,US,M,1979-10-26,77 Carriage Oaks Dr,9260106376.0,77.0,Todd Smith,39.422313483915126,March,115.36,103.824,11.536000000000001
744-02-5987,WH1,Special Air  ,Home and lifestyle,78.38,6,6.2704,2019-01-10,14:16,Ewallet,70.542,4.4,298,Member,US,M,1954-11-01,3159 Hylton Dr,9260124197.0,3159.0,Craig Dahlen,64.19164955509925,January,470.28,423.252,47.02799999999996
307-83-9164,WH1,ExpressAir,Home and lifestyle,60.01,4,6.001,2019-01-25,15:54,Cash,54.009,4.0,299,Member,US,M,1967-10-29,45 Amberglow Pl,9260106834.0,45.0,Joseph Wilkerson,51.24161533196441,January,240.04,216.036,24.00399999999999
779-06-0012,WH2,ExpressAir,Home and lifestyle,88.61,1,8.861,2019-01-19,10:21,Cash,79.749,3.2,300,Member,US,F,1968-10-28,861 Bergman Dr,9260113099.0,861.0,Brigitt Widgeon,50.2258726899384,January,88.61,79.749,8.861000000000004
446-47-6729,WH2,Special Air  ,Fashion accessories,99.82,2,7.9856,2019-01-02,18:09,Credit card,89.838,4.4,301,Normal,BE,F,1998-10-21,Mirakelstr 4,1900110992.0,4.0,Anneleen Vanlangenaeker,20.199863107460644,January,199.64,179.676,19.964
573-10-3877,WH3,ExpressAir,Health and beauty,39.01,1,3.901,2019-03-12,16:46,Credit card,35.109,3.8,302,Member,FR,M,1979-10-26,Rue Chaptal 55,3500100453.0,55.0,Nicolas Excoffon,39.37577002053388,March,39.01,35.109,3.9009999999999962
735-06-4124,WH2,ExpressAir,Food and beverages,48.61,1,4.861,2019-02-25,15:31,Cash,43.749,3.6,303,Normal,FR,F,1965-10-29,Avenue du Maine 5,3500100798.0,5.0,Magali Legouis,53.32511978097194,February,48.61,43.749,4.860999999999997
439-54-7422,WH1,Special Air  ,Electronic accessories,51.19,4,4.0952,2019-03-18,17:15,Credit card,46.071,3.3,304,Normal,US,F,1982-10-25,426 Deerwood Dr,9260125334.0,426.0,Cherokee Camaya,36.394250513347025,March,204.76,184.284,20.476
396-90-2219,WH3,Regular Air,Electronic accessories,14.96,8,0.748,2019-02-23,12:29,Cash,13.464,3.4,305,Normal,US,F,1964-10-29,303 Deer Haven Dr,9260126848.0,303.0,Kathy Treinis,54.31895961670089,February,119.68,107.712,11.968000000000004
411-77-0180,WH1,Regular Air,Electronic accessories,72.2,7,3.61,2019-03-26,20:14,Ewallet,64.98,3.5,306,Member,ES,M,1963-10-30,C. Torres Quevedo 2,8300100354.0,2.0,Raúl Carrasco Valadés,55.403148528405204,March,505.40000000000003,454.86,50.54000000000002
286-01-5402,WH1,Special Air  ,Sports and travel,40.23,7,3.2184,2019-03-30,13:22,Cash,36.207,3.6,307,Normal,US,F,1964-10-29,4712 Glascock St,9260124728.0,4712.0,Kamesia Madrin,54.41478439425051,March,281.60999999999996,253.449,28.160999999999945
803-17-8013,WH1,Regular Air,Home and lifestyle,88.79,8,4.4395,2019-02-17,17:09,Cash,79.911,3.2,308,Member,ES,F,1964-10-29,Paseo de Cristobal Colón 13,8300100941.0,13.0,Montserrat Álvarez de la Mata,54.3025325119781,February,710.32,639.288,71.03200000000004
512-98-1403,WH1,ExpressAir,Electronic accessories,26.48,3,2.648,2019-03-21,10:40,Ewallet,23.832,3.7,309,Member,US,M,1953-11-01,1757 Bald Eagle Ln,9260122132.0,1757.0,Edward Kietzmann,65.38261464750171,March,79.44,71.49600000000001,7.943999999999988
848-42-2560,WH1,Special Air  ,Fashion accessories,81.91,2,6.5528,2019-03-05,17:43,Cash,73.719,4.5,310,Normal,US,M,1969-10-28,990 Andersonwood Dr,9260117657.0,990.0,Bobby Paesler,49.34976043805612,March,163.82,147.438,16.382000000000005
532-59-7201,WH3,Special Air  ,Sports and travel,79.93,6,6.3944,2019-01-31,14:04,Cash,71.937,4.6,311,Member,DE,M,1983-10-25,Lautenschlagerstr. 18,3940109333.0,18.0,Gregor Ubben,35.26899383983573,January,479.58000000000004,431.62199999999996,47.958000000000084
181-94-6432,WH2,ExpressAir,Fashion accessories,69.33,2,6.933,2019-02-05,19:05,Ewallet,62.397,4.1,312,Member,US,F,1951-11-02,2534 Dana Dr,9260122788.0,2534.0,Zylda Saigeon,67.26078028747433,February,138.66,124.794,13.866
870-76-1733,WH1,Special Air  ,Food and beverages,14.23,5,1.1384,2019-02-01,10:08,Credit card,12.807,3.4,313,Member,DE,M,1994-10-22,Hindenburgdamm 16,3940100704.0,16.0,Ulf-Gerhard Mehltreter,24.279260780287473,February,71.15,64.035,7.115000000000009
423-64-4619,WH1,ExpressAir,Health and beauty,15.55,9,1.555,2019-03-07,13:12,Cash,13.995,3.7,314,Member,US,M,1982-10-25,1783 Creek Mill Dr,9260106695.0,1783.0,Dain Lewis,36.36413415468857,March,139.95000000000002,125.955,13.995000000000019
227-07-4446,WH2,Special Air  ,Electronic accessories,78.13,10,6.2504,2019-02-10,20:51,Cash,70.317,3.3,315,Member,US,M,1972-10-27,3386 Delbridge Dr,9260124118.0,3386.0,Darick Jelovich,46.288843258042434,February,781.3,703.17,78.13
174-36-3675,WH2,Special Air  ,Food and beverages,99.37,2,7.9496,2019-02-14,17:29,Cash,89.433,4.5,316,Member,US,M,1948-11-02,163 Dubose St,9260123811.0,163.0,Lawrence Nederveen,70.28336755646818,February,198.74,178.866,19.873999999999995
428-83-5800,WH2,ExpressAir,Food and beverages,21.08,3,2.108,2019-02-09,10:25,Cash,18.972,3.3,317,Member,AU,M,1957-10-31,4 Hargrave Street,1600101981.0,4.0,Lindsay Wansink,61.275838466803556,February,63.239999999999995,56.916000000000004,6.323999999999991
603-07-0961,WH2,ExpressAir,Electronic accessories,74.79,5,7.479,2019-01-10,11:34,Cash,67.311,4.3,318,Member,US,M,1995-10-22,406 Bristol Hill Ct,9260112145.0,406.0,Mebane Argila,23.21971252566735,January,373.95000000000005,336.55500000000006,37.39499999999998
704-20-4138,WH2,Regular Air,Health and beauty,29.67,7,1.4835,2019-03-11,18:58,Credit card,26.703,2.5,319,Member,DE,F,1993-10-22,Dickstr. 1,3940104872.0,1.0,Monika Rüter,25.38261464750171,March,207.69,186.921,20.769000000000005
787-15-1757,WH2,Special Air  ,Health and beauty,44.07,4,3.5256,2019-02-18,16:28,Ewallet,39.663,2.6,320,Member,US,M,1992-10-22,1885 Caymus Ct,9260124530.0,1885.0,Jesus Koopman,26.324435318275153,February,176.28,158.652,17.628000000000014
649-11-3678,WH2,Special Air  ,Food and beverages,22.93,9,1.8344,2019-02-26,20:26,Cash,20.637,4.9,321,Normal,US,F,1975-10-27,1563 Cleveland St,9260125024.0,1563.0,Dulcie Rappazzo,43.3347022587269,February,206.37,185.733,20.637
622-20-1945,WH2,ExpressAir,Health and beauty,39.42,1,3.942,2019-01-18,15:08,Cash,35.478,4.7,322,Normal,US,F,1995-10-22,3135 Apache Ln,9260126124.0,3135.0,Yaoping Johnson,23.241615331964407,January,39.42,35.478,3.942
372-94-8041,WH1,Regular Air,Health and beauty,15.26,6,0.763,2019-02-15,18:03,Ewallet,13.734,3.0,323,Normal,US,M,1958-10-31,5980 Hempshire Pl,9260125344.0,5980.0,Garnett Sartain,60.29295003422313,February,91.56,82.404,9.156000000000006
563-91-7120,WH1,Regular Air,Fashion accessories,61.77,5,3.0885,2019-03-08,13:21,Cash,55.593,3.5,324,Normal,US,M,1994-10-22,3348 Greenway Ave,9260107931.0,3348.0,Edward Saathoff,24.3750855578371,March,308.85,277.96500000000003,30.88499999999999
746-54-5508,WH1,Regular Air,Home and lifestyle,21.52,6,1.076,2019-01-17,12:48,Credit card,19.368,4.8,325,Normal,US,M,1951-11-02,96 Heathridge Ln,9260121945.0,96.0,Geoffrey Homsher,67.20876112251882,January,129.12,116.208,12.912000000000006
276-54-0879,WH3,Regular Air,Sports and travel,97.74,4,4.887,2019-03-12,19:53,Ewallet,87.966,4.3,326,Normal,US,M,1968-10-28,17 Fox Hollow Dr,9260108464.0,17.0,Sheron Lohela,50.36824093086927,March,390.96,351.864,39.096000000000004
815-11-1168,WH1,ExpressAir,Food and beverages,99.78,5,9.978,2019-03-09,19:09,Cash,89.802,3.2,327,Member,US,M,1999-10-21,104 Jamestown Cir,9260108762.0,104.0,Dayton Rienzi,19.381245722108144,March,498.9,449.01000000000005,49.88999999999993
719-76-3868,WH2,Special Air  ,Food and beverages,94.26,4,7.5408,2019-03-12,16:30,Cash,84.834,3.1,328,Member,FR,F,1959-10-31,Rue de la Republique 1,3500101453.0,1.0,Nellie Grenier,59.36208076659822,March,377.04,339.336,37.70400000000001
730-61-8757,WH3,Regular Air,Health and beauty,51.13,4,2.5565,2019-01-25,10:11,Credit card,46.017,2.8,329,Member,FR,M,2004-10-19,Rue Emile Combes 20,3500100163.0,20.0,Andre Grosos,14.26694045174538,January,204.52,184.068,20.451999999999998
340-66-0321,WH1,ExpressAir,Electronic accessories,36.36,4,3.636,2019-03-25,13:07,Cash,32.724,2.9,330,Member,FR,M,1956-10-31,Quai du Point du Jour 2,3500100131.0,2.0,Philippe Cambien,62.39561943874059,March,145.44,130.896,14.544000000000011
868-81-1752,WH3,ExpressAir,Home and lifestyle,22.02,9,2.202,2019-02-07,18:48,Cash,19.818,3.7,331,Normal,DE,M,1969-10-28,am Hauptbahnhof 8,3940109478.0,8.0,Albert Hartel,49.27857631759069,February,198.18,178.36200000000002,19.817999999999984
634-97-8956,WH1,Regular Air,Food and beverages,32.9,3,1.645,2019-02-17,17:27,Credit card,29.61,3.3,332,Normal,IT,M,1974-10-27,C.Da Papardo Salita Sperone 18,4800104309.0,18.0,Loredana Noci,44.309377138945926,February,98.69999999999999,88.83,9.86999999999999
566-71-1091,WH1,Special Air  ,Fashion accessories,77.02,5,6.1616,2019-02-03,15:59,Cash,69.318,2.8,333,Normal,FR,F,1949-11-02,Chemin des Peupliers 23,3500100275.0,23.0,Marylis Guerin,69.2539356605065,February,385.09999999999997,346.59,38.50999999999999
442-48-3607,WH1,Regular Air,Food and beverages,23.48,2,1.174,2019-03-14,11:21,Credit card,21.132,4.5,334,Member,DE,F,1948-11-02,Rudolf-Ehrlich-Str. 7,3940101769.0,7.0,Anja Witteck,70.36002737850787,March,46.96,42.264,4.695999999999998
835-16-0096,WH2,Special Air  ,Sports and travel,14.7,5,1.176,2019-03-24,13:48,Ewallet,13.23,2.6,335,Member,CH,F,1965-10-29,Via Tesserete 2,8550100064.0,2.0,Valeria Lanz,53.399041752224505,March,73.5,66.15,7.349999999999994
527-09-6272,WH1,ExpressAir,Electronic accessories,28.45,5,2.845,2019-03-21,10:17,Credit card,25.605,3.7,336,Member,CH,F,1955-11-01,Paulstr. 4,8550100106.0,4.0,Barbara Ebneter,63.383983572895275,March,142.25,128.025,14.224999999999994
898-04-2717,WH1,Regular Air,Fashion accessories,76.4,9,3.82,2019-03-19,15:49,Ewallet,68.76,4.4,337,Normal,ES,M,1951-11-02,C. Albasanz 52,8300100428.0,52.0,Javier Fernández-Gasset,67.37577002053388,March,687.6,618.84,68.75999999999999
692-27-8933,WH3,Special Air  ,Sports and travel,57.95,6,4.636,2019-02-24,13:02,Cash,52.155,4.3,338,Normal,DE,F,1999-10-21,Gustav-Nachtigal-Str. 2,3940106645.0,2.0,Martha Ganschow,19.345653661875428,February,347.70000000000005,312.93,34.77000000000004
633-09-3463,WH2,Regular Air,Electronic accessories,47.65,3,2.3825,2019-03-28,12:58,Credit card,42.885,3.5,339,Normal,AU,M,1977-10-26,10 Gallipoli Street,1600101094.0,10.0,Sanir Kopelke,41.41820670773443,March,142.95,128.655,14.294999999999987
374-17-3652,WH3,Special Air  ,Food and beverages,42.82,9,3.4256,2019-02-05,15:26,Credit card,38.538,3.8,340,Member,DE,F,1975-10-27,Weitersburger Weg 9,3940109734.0,9.0,Simona Knack,43.27720739219713,February,385.38,346.842,38.53800000000001
378-07-7001,WH3,ExpressAir,Electronic accessories,48.09,3,4.809,2019-02-10,18:23,Credit card,43.281,3.5,341,Member,NL,F,2002-10-20,St. Urbanusweg 20,6300101388.0,20.0,I.P.A. Peter,16.309377138945926,February,144.27,129.843,14.427000000000021
433-75-6987,WH3,Special Air  ,Health and beauty,55.97,7,4.4776,2019-03-05,19:06,Ewallet,50.373,4.6,342,Member,ES,M,1972-10-27,C. General Oraá 21,8300100527.0,21.0,Gabriel González López,46.351813826146476,March,391.78999999999996,352.611,39.178999999999974
873-95-4984,WH3,Regular Air,Health and beauty,76.9,7,3.845,2019-02-15,20:21,Cash,69.21,2.6,343,Member,US,M,1957-10-31,2178 Candler Falls Ct,9260115501.0,2178.0,Eric Merritt,61.29226557152635,February,538.3000000000001,484.46999999999997,53.8300000000001
416-13-5917,WH2,Regular Air,Food and beverages,97.03,5,4.8515,2019-01-30,16:24,Ewallet,87.327,4.4,344,Normal,ES,M,1968-10-28,C. Orense 60,8300100627.0,60.0,Luis Cantero Blanco,50.25598904859685,January,485.15,436.635,48.514999999999986
150-89-8043,WH1,Regular Air,Sports and travel,44.65,3,2.2325,2019-02-14,15:04,Cash,40.185,4.0,345,Normal,DE,M,2000-10-20,Abraham-Lincolnstr. 45,3940109993.0,45.0,Bernhard Ettenhofer,18.31895961670089,February,133.95,120.555,13.394999999999982
135-84-8019,WH1,Special Air  ,Fashion accessories,77.93,9,6.2344,2019-02-27,16:10,Ewallet,70.137,4.4,346,Normal,FR,F,1951-11-02,Bis Rue de Saint Petersbourg 8,3500100826.0,8.0,Veronique Debruyne,67.32101300479124,February,701.3700000000001,631.233,70.13700000000017
441-94-7118,WH1,Regular Air,Electronic accessories,71.95,1,3.5975,2019-02-04,12:14,Cash,64.755,4.7,347,Member,IT,F,1982-10-25,Via Roma 15,4800101114.0,15.0,Francesca Soler,36.27926078028747,February,71.95,64.755,7.195000000000007
725-96-3778,WH2,Regular Air,Home and lifestyle,89.25,8,4.4625,2019-01-20,10:13,Cash,80.325,3.9,348,Member,US,M,1962-10-30,2928 Barrington Dr,9260125682.0,2928.0,Allen Diprima,56.224503764544835,January,714.0,642.6,71.39999999999998
531-80-1784,WH1,Regular Air,Electronic accessories,26.02,7,1.301,2019-03-28,17:38,Cash,23.418,2.7,349,Normal,US,F,1982-10-25,28 Annandale Dr,9260110475.0,28.0,Susan Tallett,36.421629021218344,March,182.14,163.926,18.214
400-45-1220,WH3,Special Air  ,Health and beauty,13.5,10,1.08,2019-02-27,11:06,Credit card,12.15,3.7,350,Normal,IT,F,1949-11-02,Via Del Fonditore 3,4800100374.0,3.0,Rosita Polentini,69.31964407939768,February,135.0,121.5,13.5
860-79-0874,WH2,Regular Air,Fashion accessories,99.3,10,4.965,2019-02-15,14:53,Credit card,89.37,2.6,351,Member,ES,F,1982-10-25,Bo. Sarriena 1,8300100357.0,1.0,Federico Gayo,36.309377138945926,February,993.0,893.7,99.29999999999995
834-61-8124,WH1,Special Air  ,Electronic accessories,51.69,7,4.1352,2019-01-26,18:22,Cash,46.521,3.9,352,Normal,DE,M,1961-10-30,Bremserstr. 42,3940106374.0,42.0,Uwe Krause,57.24024640657084,January,361.83,325.647,36.18299999999999
115-99-4379,WH3,Special Air  ,Fashion accessories,54.73,7,4.3784,2019-03-14,19:02,Credit card,49.257,4.9,353,Member,AU,M,1964-10-29,9 Northbourne Ave,1600100877.0,9.0,Richard Parikh,54.3709787816564,March,383.10999999999996,344.799,38.31099999999998
565-67-6697,WH3,Regular Air,Home and lifestyle,27.0,9,1.35,2019-03-02,14:16,Cash,24.3,4.1,354,Member,FI,M,1974-10-27,Hiomotie 9,3400100153.0,9.0,Jari Nevalainen,44.34496919917864,March,243.0,218.70000000000002,24.299999999999983
320-49-6392,WH2,ExpressAir,Electronic accessories,30.24,1,3.024,2019-03-04,15:44,Cash,27.216,3.0,355,Normal,FI,F,1987-10-24,Suvilahdenkatu 1,3400100255.0,1.0,Anna-Maija Pilpola,31.359342915811087,March,30.24,27.216,3.0239999999999974
889-04-9723,WH3,ExpressAir,Food and beverages,89.14,4,8.914,2019-01-07,12:20,Credit card,80.226,4.1,356,Member,FR,M,1949-11-02,Rue de la Croix Nivert 167,3500101123.0,167.0,Gerard Henocq,69.18001368925394,January,356.56,320.904,35.656000000000006
632-90-0281,WH2,Special Air  ,Fashion accessories,37.55,10,3.004,2019-03-08,20:01,Credit card,33.795,3.8,357,Normal,DE,F,1992-10-22,Dietlindenstr. 11,3940107126.0,11.0,Constanze Miller,26.373716632443532,March,375.5,337.95000000000005,37.549999999999955
554-42-2417,WH2,Regular Air,Sports and travel,95.44,10,4.772,2019-01-09,13:45,Cash,85.896,4.0,358,Normal,DE,M,2000-10-20,Theodor-Heuss-Allee 26,3940103334.0,26.0,Bodo Eschwé-Steinpichler,18.220396988364133,January,954.4,858.96,95.43999999999994
453-63-6187,WH3,ExpressAir,Electronic accessories,27.5,3,2.75,2019-03-01,15:40,Ewallet,24.75,3.6,359,Normal,ES,M,1948-11-02,C. Ruiz González de Clavijo 1,8300100668.0,1.0,Antonio del Val Melús,70.32443531827515,March,82.5,74.25,8.25
578-80-7669,WH3,Regular Air,Sports and travel,74.97,1,3.7485,2019-03-16,16:58,Cash,67.473,3.0,360,Normal,FR,M,1954-11-01,Rue des Archives 5,3500101135.0,5.0,Yves Guilloux,64.36960985626284,March,74.97,67.473,7.497
612-36-5536,WH1,Regular Air,Food and beverages,80.96,8,4.048,2019-02-17,11:12,Credit card,72.864,3.0,361,Member,US,M,1990-10-23,936 Gazebo Dr,9260124316.0,936.0,Bromley Septer,28.320328542094455,February,647.68,582.912,64.76799999999992
605-72-4132,WH2,Special Air  ,Food and beverages,94.47,8,7.5576,2019-02-27,15:12,Cash,85.023,2.6,362,Normal,DE,F,1991-10-23,Werkstr. 1,3940104001.0,1.0,Regine Frankenheim,27.34839151266256,February,755.76,680.184,75.57600000000002
